Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Produccion
Producción de vehículos,2005,Julio,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,12
Producción de vehículos,2005,Julio,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 10 960
Producción de vehículos,2005,Julio,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 4 924
Producción de vehículos,2005,Julio,Ford Motor,F 150,Camiones ligeros,Pick Ups,665
Producción de vehículos,2005,Julio,Ford Motor,F 250,Camiones ligeros,Pick Ups,493
Producción de vehículos,2005,Julio,Ford Motor,F 350,Camiones ligeros,Pick Ups,388
Producción de vehículos,2005,Julio,Ford Motor,F 450,Camiones ligeros,Pick Ups,167
Producción de vehículos,2005,Julio,Ford Motor,F 550,Camiones ligeros,Pick Ups,21
Producción de vehículos,2005,Julio,Ford Motor,Fiesta Ikon,Automóviles,Subcompactos,195
Producción de vehículos,2005,Julio,Ford Motor,Focus ZX3,Automóviles,Compactos,0
Producción de vehículos,2005,Julio,Ford Motor,H - 215,Camiones ligeros,Pick Ups, 1 224
Producción de vehículos,2005,Julio,Ford Motor,LCF,Camiones ligeros,Pick Ups,515
Producción de vehículos,2005,Julio,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 1 991
Producción de vehículos,2005,Julio,General Motors,Aztek SUV,Camiones ligeros,SUV's,0
Producción de vehículos,2005,Julio,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos, 1 043
Producción de vehículos,2005,Julio,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,834
Producción de vehículos,2005,Julio,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos,890
Producción de vehículos,2005,Julio,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,306
Producción de vehículos,2005,Julio,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,167
Producción de vehículos,2005,Julio,General Motors,HHR 5 PTAS,Automóviles,Compactos, 8 238
Producción de vehículos,2005,Julio,General Motors,"Kodiak Chassis Cab Class 6 PBV23,900",Camiones ligeros,Pick Ups,15
Producción de vehículos,2005,Julio,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,82
Producción de vehículos,2005,Julio,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,87
Producción de vehículos,2005,Julio,General Motors,Rendezvous,Camiones ligeros,Minivans, 1 877
Producción de vehículos,2005,Julio,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,175
Producción de vehículos,2005,Julio,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,239
Producción de vehículos,2005,Julio,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,242
Producción de vehículos,2005,Julio,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 2 181
Producción de vehículos,2005,Julio,General Motors,Sunfire 4 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Julio,General Motors,Sunfire GT 2 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Julio,Honda,Accord,Automóviles,De Lujo, 1 990
Producción de vehículos,2005,Julio,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 861
Producción de vehículos,2005,Julio,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,217
Producción de vehículos,2005,Julio,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups,994
Producción de vehículos,2005,Julio,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2005,Julio,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,478
Producción de vehículos,2005,Julio,Nissan,Platina 4 PTS,Automóviles,Subcompactos, 3 187
Producción de vehículos,2005,Julio,Nissan,Sentra 4 PTS,Automóviles,Compactos, 11 373
Producción de vehículos,2005,Julio,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2005,Julio,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 6 950
Producción de vehículos,2005,Julio,Renault,Clio,Automóviles,Subcompactos, 1 258
Producción de vehículos,2005,Julio,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2005,Julio,Volkswagen,Beetle,Automóviles,Compactos, 1 103
Producción de vehículos,2005,Julio,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 1 167
Producción de vehículos,2005,Julio,Volkswagen,Bora,Automóviles,Compactos, 17 932
Producción de vehículos,2005,Julio,Volkswagen,Jetta 4 PTAS,Automóviles,Compactos, 4 123
Producción de vehículos,2005,Agosto,Chrysler,PT Cruiser,Automóviles,Compactos, 15 576
Producción de vehículos,2005,Agosto,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,33
Producción de vehículos,2005,Agosto,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 10 026
Producción de vehículos,2005,Agosto,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 7 677
Producción de vehículos,2005,Agosto,Ford Motor,F 150,Camiones ligeros,Pick Ups, 1 566
Producción de vehículos,2005,Agosto,Ford Motor,F 250,Camiones ligeros,Pick Ups, 1 052
Producción de vehículos,2005,Agosto,Ford Motor,F 350,Camiones ligeros,Pick Ups, 1 131
Producción de vehículos,2005,Agosto,Ford Motor,F 450,Camiones ligeros,Pick Ups,434
Producción de vehículos,2005,Agosto,Ford Motor,F 550,Camiones ligeros,Pick Ups,131
Producción de vehículos,2005,Agosto,Ford Motor,Fiesta Ikon,Automóviles,Subcompactos,891
Producción de vehículos,2005,Agosto,Ford Motor,Focus ZX3,Automóviles,Compactos,0
Producción de vehículos,2005,Agosto,Ford Motor,Fusion,Automóviles,Compactos, 4 399
Producción de vehículos,2005,Agosto,Ford Motor,H - 215,Camiones ligeros,Pick Ups, 1 264
Producción de vehículos,2005,Agosto,Ford Motor,LCF,Camiones ligeros,Pick Ups, 1 370
Producción de vehículos,2005,Agosto,Ford Motor,Milan-,Automóviles,De Lujo, 1 376
Producción de vehículos,2005,Agosto,Ford Motor,MKZ-,Automóviles,De Lujo, 1 060
Producción de vehículos,2005,Agosto,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 4 227
Producción de vehículos,2005,Agosto,General Motors,Aztek SUV,Camiones ligeros,SUV's,0
Producción de vehículos,2005,Agosto,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos, 2 737
Producción de vehículos,2005,Agosto,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos, 2 060
Producción de vehículos,2005,Agosto,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos, 2 221
Producción de vehículos,2005,Agosto,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,780
Producción de vehículos,2005,Agosto,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,366
Producción de vehículos,2005,Agosto,General Motors,HHR 5 PTAS,Automóviles,Compactos, 10 692
Producción de vehículos,2005,Agosto,General Motors,"Kodiak Chassis Cab Class 6 PBV23,900",Camiones ligeros,Pick Ups,6
Producción de vehículos,2005,Agosto,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,68
Producción de vehículos,2005,Agosto,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,147
Producción de vehículos,2005,Agosto,General Motors,Rendezvous,Camiones ligeros,Minivans, 6 180
Producción de vehículos,2005,Agosto,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,960
Producción de vehículos,2005,Agosto,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,563
Producción de vehículos,2005,Agosto,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,462
Producción de vehículos,2005,Agosto,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 4 290
Producción de vehículos,2005,Agosto,General Motors,Sunfire 4 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Agosto,General Motors,Sunfire GT 2 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Agosto,Honda,Accord,Automóviles,De Lujo, 1 662
Producción de vehículos,2005,Agosto,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 2 276
Producción de vehículos,2005,Agosto,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,337
Producción de vehículos,2005,Agosto,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 1 094
Producción de vehículos,2005,Agosto,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2005,Agosto,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,892
Producción de vehículos,2005,Agosto,Nissan,Platina 4 PTS,Automóviles,Subcompactos, 5 117
Producción de vehículos,2005,Agosto,Nissan,Sentra 4 PTS,Automóviles,Compactos, 16 454
Producción de vehículos,2005,Agosto,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2005,Agosto,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 9 266
Producción de vehículos,2005,Agosto,Renault,Clio,Automóviles,Subcompactos, 1 145
Producción de vehículos,2005,Agosto,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2005,Agosto,Volkswagen,Beetle,Automóviles,Compactos, 2 442
Producción de vehículos,2005,Agosto,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 407
Producción de vehículos,2005,Agosto,Volkswagen,Bora,Automóviles,Compactos, 18 691
Producción de vehículos,2005,Agosto,Volkswagen,Jetta 4 PTAS,Automóviles,Compactos, 4 661
Producción de vehículos,2005,Septiembre,Chrysler,PT Cruiser,Automóviles,Compactos, 15 780
Producción de vehículos,2005,Septiembre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 2 067
Producción de vehículos,2005,Septiembre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 7 550
Producción de vehículos,2005,Septiembre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 6 560
Producción de vehículos,2005,Septiembre,Ford Motor,F 150,Camiones ligeros,Pick Ups, 1 590
Producción de vehículos,2005,Septiembre,Ford Motor,F 250,Camiones ligeros,Pick Ups,774
Producción de vehículos,2005,Septiembre,Ford Motor,F 350,Camiones ligeros,Pick Ups,918
Producción de vehículos,2005,Septiembre,Ford Motor,F 450,Camiones ligeros,Pick Ups,304
Producción de vehículos,2005,Septiembre,Ford Motor,F 550,Camiones ligeros,Pick Ups,43
Producción de vehículos,2005,Septiembre,Ford Motor,Fiesta Ikon,Automóviles,Subcompactos,475
Producción de vehículos,2005,Septiembre,Ford Motor,Focus ZX3,Automóviles,Compactos,0
Producción de vehículos,2005,Septiembre,Ford Motor,Fusion,Automóviles,Compactos, 5 819
Producción de vehículos,2005,Septiembre,Ford Motor,H - 215,Camiones ligeros,Pick Ups, 1 152
Producción de vehículos,2005,Septiembre,Ford Motor,LCF,Camiones ligeros,Pick Ups,597
Producción de vehículos,2005,Septiembre,Ford Motor,Milan-,Automóviles,De Lujo, 1 640
Producción de vehículos,2005,Septiembre,Ford Motor,MKZ-,Automóviles,De Lujo, 1 420
Producción de vehículos,2005,Septiembre,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 6 409
Producción de vehículos,2005,Septiembre,General Motors,Aztek SUV,Camiones ligeros,SUV's,0
Producción de vehículos,2005,Septiembre,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos, 2 545
Producción de vehículos,2005,Septiembre,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos, 1 874
Producción de vehículos,2005,Septiembre,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos, 1 559
Producción de vehículos,2005,Septiembre,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans, 1 061
Producción de vehículos,2005,Septiembre,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,544
Producción de vehículos,2005,Septiembre,General Motors,HHR 5 PTAS,Automóviles,Compactos, 10 049
Producción de vehículos,2005,Septiembre,General Motors,"Kodiak Chassis Cab Class 6 PBV23,900",Camiones ligeros,Pick Ups,28
Producción de vehículos,2005,Septiembre,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,76
Producción de vehículos,2005,Septiembre,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,98
Producción de vehículos,2005,Septiembre,General Motors,Rendezvous,Camiones ligeros,Minivans, 6 040
Producción de vehículos,2005,Septiembre,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,878
Producción de vehículos,2005,Septiembre,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,513
Producción de vehículos,2005,Septiembre,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,423
Producción de vehículos,2005,Septiembre,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 6 804
Producción de vehículos,2005,Septiembre,General Motors,Sunfire 4 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Septiembre,General Motors,Sunfire GT 2 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Septiembre,Honda,Accord,Automóviles,De Lujo, 1 960
Producción de vehículos,2005,Septiembre,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 904
Producción de vehículos,2005,Septiembre,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,267
Producción de vehículos,2005,Septiembre,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 1 257
Producción de vehículos,2005,Septiembre,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2005,Septiembre,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,416
Producción de vehículos,2005,Septiembre,Nissan,Platina 4 PTS,Automóviles,Subcompactos, 4 855
Producción de vehículos,2005,Septiembre,Nissan,Sentra 4 PTS,Automóviles,Compactos, 13 485
Producción de vehículos,2005,Septiembre,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2005,Septiembre,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 7 350
Producción de vehículos,2005,Septiembre,Renault,Clio,Automóviles,Subcompactos, 1 665
Producción de vehículos,2005,Septiembre,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2005,Septiembre,Volkswagen,Beetle,Automóviles,Compactos, 3 604
Producción de vehículos,2005,Septiembre,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 243
Producción de vehículos,2005,Septiembre,Volkswagen,Bora,Automóviles,Compactos, 18 723
Producción de vehículos,2005,Septiembre,Volkswagen,Jetta 4 PTAS,Automóviles,Compactos, 3 890
Producción de vehículos,2005,Octubre,Chrysler,PT Cruiser,Automóviles,Compactos, 15 392
Producción de vehículos,2005,Octubre,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 1 887
Producción de vehículos,2005,Octubre,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 8 491
Producción de vehículos,2005,Octubre,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 7 188
Producción de vehículos,2005,Octubre,Ford Motor,F 150,Camiones ligeros,Pick Ups, 1 592
Producción de vehículos,2005,Octubre,Ford Motor,F 250,Camiones ligeros,Pick Ups, 1 139
Producción de vehículos,2005,Octubre,Ford Motor,F 350,Camiones ligeros,Pick Ups,795
Producción de vehículos,2005,Octubre,Ford Motor,F 450,Camiones ligeros,Pick Ups,243
Producción de vehículos,2005,Octubre,Ford Motor,F 550,Camiones ligeros,Pick Ups,76
Producción de vehículos,2005,Octubre,Ford Motor,Fiesta Ikon,Automóviles,Subcompactos,587
Producción de vehículos,2005,Octubre,Ford Motor,Focus ZX3,Automóviles,Compactos,0
Producción de vehículos,2005,Octubre,Ford Motor,Fusion,Automóviles,Compactos, 9 758
Producción de vehículos,2005,Octubre,Ford Motor,H - 215,Camiones ligeros,Pick Ups, 1 176
Producción de vehículos,2005,Octubre,Ford Motor,LCF,Camiones ligeros,Pick Ups,654
Producción de vehículos,2005,Octubre,Ford Motor,Milan-,Automóviles,De Lujo, 2 880
Producción de vehículos,2005,Octubre,Ford Motor,MKZ-,Automóviles,De Lujo, 2 013
Producción de vehículos,2005,Octubre,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 6 868
Producción de vehículos,2005,Octubre,General Motors,Aztek SUV,Camiones ligeros,SUV's,0
Producción de vehículos,2005,Octubre,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos, 2 615
Producción de vehículos,2005,Octubre,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos, 1 855
Producción de vehículos,2005,Octubre,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos, 1 534
Producción de vehículos,2005,Octubre,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans, 1 096
Producción de vehículos,2005,Octubre,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,552
Producción de vehículos,2005,Octubre,General Motors,HHR 5 PTAS,Automóviles,Compactos, 10 561
Producción de vehículos,2005,Octubre,General Motors,"Kodiak Chassis Cab Class 6 PBV23,900",Camiones ligeros,Pick Ups,11
Producción de vehículos,2005,Octubre,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,77
Producción de vehículos,2005,Octubre,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,96
Producción de vehículos,2005,Octubre,General Motors,Rendezvous,Camiones ligeros,Minivans, 6 194
Producción de vehículos,2005,Octubre,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,942
Producción de vehículos,2005,Octubre,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups, 15 088
Producción de vehículos,2005,Octubre,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,488
Producción de vehículos,2005,Octubre,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,399
Producción de vehículos,2005,Octubre,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 2 517
Producción de vehículos,2005,Octubre,General Motors,Sunfire 4 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Octubre,General Motors,Sunfire GT 2 Ptas,Automóviles,Compactos,0
Producción de vehículos,2005,Octubre,Honda,Accord,Automóviles,De Lujo, 1 883
Producción de vehículos,2005,Octubre,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 2 106
Producción de vehículos,2005,Octubre,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,383
Producción de vehículos,2005,Octubre,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups,979
Producción de vehículos,2005,Octubre,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2005,Octubre,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,773
Producción de vehículos,2005,Octubre,Nissan,Platina 4 PTS,Automóviles,Subcompactos, 5 973
Producción de vehículos,2005,Octubre,Nissan,Sentra 4 PTS,Automóviles,Compactos, 13 536
Producción de vehículos,2005,Octubre,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2005,Octubre,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 7 279
Producción de vehículos,2005,Octubre,Renault,Clio,Automóviles,Subcompactos,476
Producción de vehículos,2005,Octubre,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2005,Octubre,Volkswagen,Beetle,Automóviles,Compactos, 3 903
Producción de vehículos,2005,Octubre,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 247
Producción de vehículos,2005,Octubre,Volkswagen,Bora,Automóviles,Compactos, 21 571
